Married_No,Dependents,Credit_History,Property_Area,LoanAmount_t,ApplicantIncome_t,TotalIncome_t,EMI_t,Total_Income_Bins,LoanAmount_per_Total_Income_Bins,Credit_History_Income_Sum_t,Dependents_LoanAmount_Sum_t,LoanAmount_per_Total_Income_t,EMI_per_Loan_Amount_Term_t,Property_Area_LoanAmount_per_Total_Income_mean_t,Loan_Status
1,0,0.0,1,1.8296459087188954,1.7860837181676676,1.760947536521566,2.6138900682941233,4.0,0.0,2.400064482880139,2.0499227475968644,2.0041871127223265,1.1726565235867834,1.5954912864149136,0
0,2,1.0,0,1.6199374681205572,1.612782460023022,1.7142678904077109,2.4211275821099694,2.0,2.0,2.4667873237336684,2.0164817982882357,2.187864033137017,1.0850290998796135,1.5904974831622867,0
0,2,1.0,0,1.7401186083594415,1.6372387903829324,1.7258352280948088,2.531199642889372,3.0,3.0,2.4667873237336684,2.0164817982882357,2.257338636104779,1.1364184426542454,1.5904974831622867,0
1,0,1.0,2,1.7079879931344195,1.6468807711880271,1.7123511078976645,2.501663596720819,2.0,4.0,2.4667873237336684,2.0499227475968644,2.35986745820271,1.1229835831321184,1.568713912764503,1
1,0,1.0,1,1.7215953246411713,1.6805456557720044,1.7246246876876041,2.5141627657572623,3.0,2.0,2.4667873237336684,2.0499227475968644,2.240078877880995,1.2195776852852236,1.5954912864149136,1
0,0,1.0,1,1.6013403482444186,1.554163971523817,1.7055807700390577,2.4041963514613283,1.0,3.0,2.4667873237336684,2.0499227475968644,2.25335062382914,1.0768052600383862,1.5954912864149136,1
0,2,1.0,2,1.7437028722848622,1.7524139202080482,1.7496912483976421,2.534499200116459,4.0,0.0,2.4667873237336684,2.0164817982882357,1.997037739280303,1.2276660232559036,1.568713912764503,1
0,0,1.0,1,1.535056728662697,1.5349394487090442,1.7236751930166943,2.34408449065432,3.0,0.0,2.4667873237336684,2.0499227475968644,1.9571206737128775,1.0469352502191964,1.5954912864149136,1
0,2,1.0,2,1.4161650806831194,1.784848223805948,1.760539645111386,2.237231673582176,4.0,0.0,2.4667873237336684,2.0164817982882357,1.4730787950222042,0.991376768768086,1.568713912764503,1
0,1,1.0,2,1.1337324605540517,1.4810360621424834,1.68149291745002,1.9890452042219,0.0,0.0,2.4667873237336684,2.0218480199850446,1.7838050981392797,0.8528739873960337,1.568713912764503,1
1,0,1.0,0,1.8053668007348065,1.730165733925067,1.7493285173111417,2.5914095284220466,4.0,1.0,2.4667873237336684,2.0499227475968644,2.0956325552235024,1.1630036099993781,1.5904974831622867,0
0,0,1.0,1,1.6094379124341003,1.632306216355373,1.7147936247148563,2.4115650856066275,2.0,1.0,2.4667873237336684,2.0499227475968644,2.1649578063723176,1.0803947553347852,1.5954912864149136,1
1,0,0.0,0,1.5902282081552215,1.666754611544443,1.7196400610781224,2.3940931496464586,3.0,1.0,2.400064482880139,2.0499227475968644,2.082248076937349,1.0718579057895248,1.5904974831622867,0
0,0,1.0,0,1.6746268402820919,1.5481377975111394,1.7200299174502591,2.4710785994569133,3.0,2.0,2.4667873237336684,2.0499227475968644,2.2139175264581827,1.1087972052270274,1.5904974831622867,1
1,0,1.0,2,1.8323894084310672,1.718239807412004,1.7379559584192388,2.616432864545936,4.0,3.0,2.4667873237336684,2.0499227475968644,2.271446401373986,1.1737391208228505,1.568713912764503,0
0,2,1.0,0,1.5757959395707801,1.532161396391697,1.6675708705504213,2.3809865740296616,0.0,4.0,2.4667873237336684,2.0164817982882357,2.653006350485529,1.0653955690046526,1.5904974831622867,0
1,0,1.0,2,1.3040076684760487,1.5788730494310486,1.68639607064857,2.1376651373384883,0.0,0.0,2.4667873237336684,2.0499227475968644,1.9798765596617525,0.9371106284035384,1.568713912764503,1
0,3,0.0,1,2.1323098850720488,1.923958261115786,1.8042303792579977,2.897239530460239,4.0,0.0,2.400064482880139,2.002254345411783,1.9680019713930659,1.3542684204318194,1.5954912864149136,1
0,1,0.0,0,1.6917246050779422,1.6606574563081147,1.7174173146517837,2.486742964525642,2.0,3.0,2.400064482880139,2.0218480199850446,2.2724387329349987,1.1160977666906968,1.5904974831622867,1
0,1,1.0,2,1.7437028722848622,1.7236841260609905,1.7398472744930509,2.534499200116459,4.0,1.0,2.4667873237336684,2.0218480199850446,2.104243876925672,1.1379031479287307,1.568713912764503,1
1,0,1.0,0,1.5958305809273485,1.5672534637405564,1.7089766826252737,2.399185575096243,2.0,2.0,2.4667873237336684,2.0499227475968644,2.206446134964102,1.0743553005597626,1.5904974831622867,1
0,0,1.0,1,1.847087848386142,1.6244449096600213,1.7430605803810082,2.630064677273594,4.0,2.0,2.4667873237336684,2.0499227475968644,2.2356297475958473,1.1795109927311442,1.5954912864149136,1
0,0,1.0,1,1.5283224928901904,1.5058103979735775,1.6804346451574101,2.337998273936401,0.0,4.0,2.4667873237336684,2.0499227475968644,2.410223773886215,1.0438535024857198,1.5954912864149136,1
0,0,1.0,2,1.8722570325555237,1.6985236154386074,1.7310353469530215,2.6534408548153707,3.0,4.0,2.4667873237336684,2.0499227475968644,2.426463762855385,1.1892844597274006,1.568713912764503,0
0,1,0.0,1,1.5985968485322468,1.5719947060657025,1.7015457374533782,2.4017010037053357,1.0,3.0,2.400064482880139,2.0218480199850446,2.2940391823126896,1.075586107296201,1.5954912864149136,0
0,2,1.0,0,1.6875316776756555,1.6117299636634481,1.7141266659887728,2.4828994778453453,2.0,3.0,2.4667873237336684,2.0164817982882357,2.303276993706719,1.114313245095394,1.5904974831622867,1
0,0,1.0,2,1.4391627045121034,1.7205632226459895,1.7387641242406917,2.2577992829424853,4.0,0.0,2.4667873237336684,2.0499227475968644,1.6841330349148107,1.1069018411871654,1.568713912764503,1
0,0,1.0,0,1.7346688956922651,1.596155052332013,1.7240815355984693,2.5261846176708374,3.0,3.0,2.4667873237336684,2.0499227475968644,2.2684607067726508,1.134155620674268,1.5904974831622867,1
0,0,1.0,0,1.5728329570983648,1.6244449096600213,1.7039667204889362,2.378297915518952,1.0,2.0,2.4667873237336684,2.0499227475968644,2.2233971332046933,1.0640637447263601,1.5904974831622867,0
0,0,1.0,0,1.6199374681205572,1.5409224580654504,1.7155024679983124,2.4211275821099694,2.0,1.0,2.4667873237336684,2.0499227475968644,2.174281882076352,1.0850290998796135,1.5904974831622867,1
1,0,0.0,1,1.3810449087971775,1.52961735134008,1.666520226700014,2.2059200594849435,0.0,3.0,2.400064482880139,2.0499227475968644,2.303661378674408,0.9278577211769009,1.5954912864149136,0
0,2,1.0,1,1.7661057888493454,1.6996690255890115,1.7314405055137236,2.555143741013302,3.0,2.0,2.4667873237336684,2.0164817982882357,2.23606797749979,1.1471191583848819,1.5954912864149136,1
0,0,1.0,0,1.517958963866847,1.5027831507475067,1.6914793803218688,2.3286397355715325,0.0,3.0,2.4667873237336684,2.0499227475968644,2.2682323321958724,1.0390946206999745,1.5904974831622867,1
0,3,1.0,2,2.183693445014468,1.9607675767121096,1.8151058549110086,2.945855767708242,4.0,0.0,2.4667873237336684,2.002254345411783,1.917651349299972,1.3184541462344077,1.568713912764503,1
0,3,1.0,0,1.4648163848908127,1.5893579071809072,1.6905053334115172,2.280800697812943,0.0,2.0,2.4667873237336684,2.002254345411783,2.1898981505518296,1.1178563997083042,1.5904974831622867,0
0,0,1.0,1,1.7437028722848622,1.6539276488043593,1.747974613042023,2.534499200116459,4.0,0.0,2.4667873237336684,2.0499227475968644,2.0154599820418695,1.1379031479287307,1.5954912864149136,1
0,0,1.0,1,1.488636039551528,1.6172835359093511,1.7091445224012427,2.302211794496641,2.0,0.0,2.4667873237336684,2.0499227475968644,2.034294781803988,1.0255255021660292,1.5954912864149136,0
0,0,1.0,0,1.5845300637021213,1.5884130309709699,1.7127536993391002,2.388916340002361,2.0,1.0,2.4667873237336684,2.0499227475968644,2.1468240564532937,1.0693113842025361,1.5904974831622867,1
0,2,1.0,0,1.538373505613753,1.5179198843386676,1.6925464634493108,2.347083549278185,0.0,3.0,2.4667873237336684,2.0164817982882357,2.2913502382751787,1.0484499905143283,1.5904974831622867,1
0,3,0.0,1,2.06818592085623,1.649318439133807,1.7661591445759364,2.8367628682573023,4.0,4.0,2.400064482880139,2.002254345411783,2.3292742470599777,1.2607283084213856,1.5954912864149136,0
0,1,1.0,1,1.5845300637021213,1.5976879324504667,1.6937411022848288,2.388916340002361,0.0,4.0,2.4667873237336684,2.0218480199850446,2.358341429316471,1.0693113842025361,1.5954912864149136,1
1,0,0.0,2,1.5416576044280903,1.5351076986545098,1.694205180743099,2.3500539976167008,0.0,3.0,2.400064482880139,2.0499227475968644,2.278569401436974,1.0054235450685176,1.568713912764503,0
0,1,0.0,2,1.7309856169634033,1.66937888980739,1.7566171520580938,2.5227963664687247,4.0,0.0,2.400064482880139,2.0218480199850446,1.9056141256856842,1.132622572952069,1.568713912764503,0
1,0,0.0,0,1.4015642064636553,1.5094503988636299,1.7248275614627135,2.2241996989892803,3.0,0.0,2.400064482880139,2.0499227475968644,1.7602339825404945,0.984400566435631,1.5904974831622867,0
0,0,1.0,1,1.4301531470494637,1.6249404444578135,1.7041537393626527,2.2497357581064863,1.0,0.0,2.4667873237336684,2.0499227475968644,1.9959113925888403,1.1030212108357793,1.5954912864149136,1
0,1,1.0,1,1.8535605436718425,1.9002332230593366,1.7970781836484695,2.6360722592037806,4.0,0.0,2.4667873237336684,2.0218480199850446,1.6648169904696684,1.1820376745833892,1.5954912864149136,0
0,0,1.0,1,1.5607104090414066,1.5931836614342183,1.6919945864769166,2.3673054284378976,0.0,4.0,2.4667873237336684,2.0499227475968644,2.336301759997647,1.058596960209281,1.5954912864149136,1
0,0,1.0,1,1.5958305809273485,1.9208946334722883,1.8081756137897729,2.399185575096243,4.0,0.0,2.4667873237336684,2.0499227475968644,1.28583902181394,1.0743553005597626,1.5954912864149136,1
0,1,0.0,0,1.3965515806754751,1.5261292473714818,1.665075274260742,2.2197304218214913,0.0,4.0,2.400064482880139,2.0218480199850446,2.3462350320528,1.01087407764934,1.5904974831622867,0
0,0,0.0,0,1.353481003515473,1.5378815726979675,1.7032781939694366,2.181429797108091,1.0,0.0,2.400064482880139,2.0499227475968644,1.8925543992352505,0.9612279850237282,1.5904974831622867,1
0,0,1.0,0,1.7079879931344195,1.3765049678546921,1.7171699191547065,2.501663596720819,2.0,3.0,2.4667873237336684,2.0499227475968644,2.303211061568024,1.1229835831321184,1.5904974831622867,1
0,0,1.0,0,1.7454806542766497,1.720636591478986,1.738789619519421,2.5361361167868277,4.0,1.0,2.4667873237336684,2.0499227475968644,2.1188115318487446,1.2283119659619155,1.5904974831622867,1
1,0,1.0,0,1.290400336969297,1.6329942536028428,1.7071815804149426,2.1256721804950716,2.0,0.0,2.4667873237336684,2.0499227475968644,1.7704928096307253,0.930436550243072,1.5904974831622867,1
1,0,1.0,1,1.6999554759413993,1.7552333147971715,1.7506451945273525,2.4942917652182586,4.0,0.0,2.4667873237336684,2.0499227475968644,1.9227182586474993,1.1195898181477564,1.5954912864149136,0
0,0,1.0,2,1.6917246050779422,1.6613979733760964,1.717687902812209,2.486742964525642,2.0,3.0,2.4667873237336684,2.0499227475968644,2.2693248263920847,1.1160977666906968,1.568713912764503,0
1,0,1.0,1,1.4435777800954437,1.6014642951278835,1.6951997023212824,2.2617535398560733,1.0,1.0,2.4667873237336684,2.0499227475968644,2.1067492221466937,1.0043907493955406,1.5954912864149136,1
1,0,1.0,0,1.5958305809273485,1.6124962106248222,1.6994314890535727,2.399185575096243,1.0,3.0,2.4667873237336684,2.0499227475968644,2.313214448657467,1.0743553005597626,1.5904974831622867,1
0,1,1.0,1,1.7119328123500872,1.5735251928170773,1.714950171072594,2.5052857284284573,2.0,4.0,2.4667873237336684,2.0218480199850446,2.3360989769986844,1.1246451570669111,1.5954912864149136,0
1,0,1.0,0,1.7437028722848622,1.705227358716795,1.7509662568084485,2.534499200116459,4.0,0.0,2.4667873237336684,2.0499227475968644,1.9834292234969415,1.1379031479287307,1.5904974831622867,1
1,0,1.0,2,1.5958305809273485,1.5088391753875325,1.7004054846420764,2.399185575096243,1.0,3.0,2.4667873237336684,2.0499227475968644,2.3021705844771363,1.0743553005597626,1.568713912764503,1
0,0,0.0,1,1.5757959395707801,1.5853061786821603,1.71928629700813,2.3809865740296616,3.0,1.0,2.400064482880139,2.0499227475968644,2.0635393251658303,1.0653955690046526,1.5954912864149136,1
1,0,1.0,2,1.4729468692655328,1.7432533992481751,1.746577035251634,2.288103253910048,4.0,0.0,2.4667873237336684,2.0499227475968644,1.6573771683398457,1.0182042810283765,1.568713912764503,0
0,1,1.0,1,1.4999365567767549,1.5493039920339342,1.7093412005627928,2.3123875692639855,2.0,0.0,2.4667873237336684,2.0218480199850446,2.0495951434573683,1.030772717111345,1.5954912864149136,1
1,2,0.0,1,1.703995929452181,1.6340335733763343,1.7075707143720635,2.4979992770374655,2.0,4.0,2.400064482880139,2.0164817982882357,2.4097365396878025,1.1212986709356088,1.5954912864149136,1
0,3,1.0,2,1.4161650806831194,1.6060102463286645,1.6969487514096278,2.237231673582176,1.0,0.0,2.4667873237336684,2.002254345411783,2.0463356807302735,1.0969621396070681,1.568713912764503,0
0,1,1.0,2,1.6350915928128096,1.5885267600220667,1.7039667204889362,2.43494495053978,1.0,4.0,2.4667873237336684,2.0218480199850446,2.329678425458155,1.0916778643055824,1.568713912764503,1
0,2,1.0,1,1.6067605218683454,1.6034843784909456,1.6959778403323789,2.4091280824056116,1.0,4.0,2.4667873237336684,2.0164817982882357,2.37201280075754,1.0792093927481121,1.5954912864149136,1
1,0,1.0,1,1.5958305809273485,1.619237883362244,1.701996438937894,2.399185575096243,1.0,3.0,2.4667873237336684,2.0499227475968644,2.2842041437675262,1.0743553005597626,1.5954912864149136,1
1,0,1.0,2,1.4606755448912938,1.5784658722042568,1.6862356574079596,2.27708384887689,0.0,2.0,2.4667873237336684,2.0499227475968644,2.228446875868982,1.012449425687181,1.568713912764503,1
1,0,1.0,0,1.3357777284108234,1.605441760633083,1.7213986826300298,2.1657406318447037,3.0,0.0,2.4667873237336684,2.0499227475968644,1.7051483048941198,0.9526268958175153,1.5904974831622867,1
1,0,1.0,2,1.359179147968573,1.5430535735302617,1.672038718412234,2.1864863581990797,0.0,2.0,2.4667873237336684,2.0499227475968644,2.208736312554272,0.9639889262194762,1.568713912764503,1
1,0,1.0,1,1.6147290288195304,1.5853837440822565,1.6889525889338661,2.4163828630447504,0.0,4.0,2.4667873237336684,2.0499227475968644,2.4689251042141978,1.0827329951451874,1.5954912864149136,0
1,0,1.0,1,1.7886586716739503,1.730165733925067,1.74208803829129,2.575962797542604,4.0,1.0,2.4667873237336684,2.0499227475968644,2.1508169151483236,1.156285277145587,1.5954912864149136,0
0,3,0.0,1,1.617343421306539,1.5858482179275148,1.7050238415663435,2.4187642146783688,1.0,3.0,2.400064482880139,2.002254345411783,2.2868676401761663,1.083886228088156,1.5954912864149136,0
0,1,1.0,2,1.826879641113997,1.6959948108949445,1.7301394730125759,2.6113266870848557,3.0,4.0,2.4667873237336684,2.0218480199850446,2.3561897737770283,1.171563264230429,1.568713912764503,1
0,3,1.0,0,1.6225114834851941,1.653809532999399,1.7149067398355544,2.423473237728044,2.0,2.0,2.4667873237336684,2.002254345411783,2.1850430362335107,1.086161778087826,1.5904974831622867,1
0,0,1.0,2,1.6399936419427081,1.5755395743325387,1.7189853963635715,2.4394185266200057,3.0,1.0,2.4667873237336684,2.0499227475968644,2.1686393886684234,1.093818392401771,1.568713912764503,1
0,3,1.0,1,1.535056728662697,1.6011880898540942,1.7066437104073349,2.34408449065432,2.0,1.0,2.4667873237336684,2.002254345411783,2.132778731481021,1.0469352502191964,1.5954912864149136,1
0,0,1.0,0,1.6350915928128096,1.195454052675151,1.6590573026501554,2.43494495053978,0.0,4.0,2.4667873237336684,2.0499227475968644,2.88452820117579,1.0916778643055824,1.5904974831622867,0
0,0,1.0,1,1.6250657744003838,1.5968701452169747,1.7131256805696873,2.4258014477516032,2.0,2.0,2.4667873237336684,2.0499227475968644,2.2089591134157884,1.0872844263892316,1.5954912864149136,1
0,2,0.0,1,1.4255553730053518,1.6361159755417953,1.7083492989799625,2.2456237120144733,2.0,0.0,2.400064482880139,2.0164817982882357,1.9480074928505935,0.9958473177688612,1.5954912864149136,0
0,2,0.0,1,1.6147290288195304,1.6153947094762333,1.722588004009909,2.4163828630447504,3.0,1.0,2.400064482880139,2.0164817982882357,2.0892220601114175,1.0827329951451874,1.5954912864149136,1
0,0,0.0,2,1.3647815207407001,1.5286802694890311,1.6661325436870074,2.1914610870099347,0.0,3.0,2.400064482880139,2.0499227475968644,2.279820596961898,0.9666997559555947,1.568713912764503,0
0,2,1.0,1,1.5845300637021213,1.6065763968908624,1.7151061819724633,2.388916340002361,2.0,1.0,2.4667873237336684,2.0164817982882357,2.121542134357493,1.0693113842025361,1.5954912864149136,1
1,0,1.0,1,1.6566044331920002,1.566854535015675,1.7154166114494565,2.4545915973194665,2.0,2.0,2.4667873237336684,2.0499227475968644,2.23587391648885,1.1010341995103285,1.5954912864149136,1
0,0,1.0,1,1.7215953246411713,1.6922936415735945,1.734845991520133,2.5141627657572623,4.0,1.0,2.4667873237336684,2.0499227475968644,2.1246456243902836,1.1287007470556796,1.5954912864149136,1
0,0,1.0,1,1.617343421306539,1.6661718874267053,1.7194281343889215,2.4187642146783688,3.0,1.0,2.4667873237336684,2.0499227475968644,2.1273183587779956,1.083886228088156,1.5954912864149136,1
0,0,1.0,0,1.7119328123500872,1.5787103237302231,1.6863319700613262,2.5052857284284573,0.0,4.0,2.4667873237336684,2.0499227475968644,2.6893132407355953,1.1246451570669111,1.5904974831622867,0
0,1,1.0,2,1.6424178950524013,1.6288138354613397,1.7056126970374337,2.441631590628924,1.0,3.0,2.4667873237336684,2.0218480199850446,2.3234844792737386,1.0948751110135857,1.568713912764503,0
0,2,1.0,1,1.7823691769058227,1.6661718874267053,1.7311081845510923,2.570153203692333,3.0,3.0,2.4667873237336684,2.0164817982882357,2.267416738191869,1.153740324084712,1.5954912864149136,1
0,1,1.0,1,1.6875316776756555,1.6294630777711647,1.7058567416643569,2.4828994778453453,1.0,4.0,2.4667873237336684,2.0218480199850446,2.4005356628075183,1.0724867925754724,1.5954912864149136,1
1,0,1.0,0,1.7661057888493454,1.66937888980739,1.7205931425846208,2.555143741013302,3.0,4.0,2.4667873237336684,2.0499227475968644,2.3643540225079396,1.1471191583848819,1.5904974831622867,1
0,1,1.0,1,1.548130299713791,1.5436864440906946,1.703545932940646,2.35591123472368,1.0,2.0,2.4667873237336684,2.0218480199850446,2.1871313358813884,1.0528938591078438,1.5954912864149136,1
0,0,1.0,0,1.2458898727611227,1.596477304285004,1.693272411080642,2.086579462038093,0.0,0.0,2.4667873237336684,2.0499227475968644,1.8335526970208584,1.0200710746534765,1.5904974831622867,1
1,0,1.0,0,1.5958305809273485,1.5762045011299652,1.7156309502902,2.399185575096243,2.0,1.0,2.4667873237336684,2.0499227475968644,2.133938706356832,1.0743553005597626,1.5904974831622867,1
1,0,1.0,1,1.8782632010564164,1.705227358716795,1.7334011323789462,2.6590253163358377,3.0,4.0,2.4667873237336684,2.0499227475968644,2.407626763634221,1.1915962326082148,1.5954912864149136,1
0,1,1.0,1,1.647214140869768,1.5747876510281402,1.7076827487142332,2.4460113856857557,2.0,3.0,2.4667873237336684,2.0218480199850446,2.307980964801602,1.0969621396070681,1.5954912864149136,1
0,1,1.0,0,1.7119328123500872,1.6489273560370938,1.723272373374734,2.5052857284284573,3.0,2.0,2.4667873237336684,2.0218480199850446,2.2393684558207734,1.1246451570669111,1.5904974831622867,1
0,0,0.0,2,1.847087848386142,1.6548220691933513,1.7152789036922889,2.630064677273594,2.0,4.0,2.400064482880139,2.0499227475968644,2.581033489760432,1.1795109927311442,1.568713912764503,0
1,0,0.0,2,1.6013403482444186,1.5871174738940914,1.6896306940473134,2.4041963514613283,0.0,4.0,2.400064482880139,2.0499227475968644,2.4362779512288415,1.0768052600383862,1.568713912764503,1
1,1,1.0,0,1.5728329570983648,1.599868493917643,1.6945839607551159,2.378297915518952,0.0,4.0,2.4667873237336684,2.0218480199850446,2.328178544673692,1.0640637447263601,1.5904974831622867,1
0,1,1.0,1,1.5214493971559455,1.581330967335317,1.687363075325999,2.3317906374457813,0.0,3.0,2.4667873237336684,2.0218480199850446,2.3197806689362896,1.0406995989338486,1.5954912864149136,1
0,2,1.0,0,1.5958305809273485,1.6565243447298441,1.7457980823490817,2.399185575096243,4.0,0.0,2.4667873237336684,2.0164817982882357,1.8249397517853236,1.0743553005597626,1.5904974831622867,1
0,1,1.0,2,1.647214140869768,1.5446825008439264,1.702963868922396,2.4460113856857557,1.0,4.0,2.4667873237336684,2.0218480199850446,2.3626419143087154,1.1915962326082148,1.568713912764503,0
1,0,1.0,2,1.6811417056397489,1.5665879339929962,1.735278686818705,2.477044638535559,4.0,1.0,2.4667873237336684,2.0499227475968644,2.056497819518967,1.3289159556156405,1.568713912764503,1
0,2,1.0,0,1.5607104090414066,1.6661718874267053,1.7286457330720009,2.3673054284378976,3.0,0.0,2.4667873237336684,2.0164817982882357,1.9447742742508196,1.058596960209281,1.5904974831622867,1
0,0,1.0,1,1.6040614517908056,1.5849176925519615,1.7303620537525417,2.406671939784834,3.0,0.0,2.4667873237336684,2.0499227475968644,1.9912828129346256,1.078012957302291,1.5954912864149136,1
1,0,1.0,2,1.5958305809273485,1.6617779224822176,1.7438623725281264,2.3991855750962428,4.0,0.0,2.4667873237336684,2.0499227475968644,1.8438033427807636,1.1715632642304288,1.568713912764503,0
0,2,1.0,2,1.5728329570983648,1.7260332868227082,1.7406607675508352,2.378297915518952,4.0,0.0,2.4667873237336684,2.0164817982882357,1.8432234959612224,1.0640637447263601,1.568713912764503,1
0,1,1.0,2,1.6399936419427081,1.673707491207318,1.722160489419708,2.4394185266200057,3.0,1.0,2.4667873237336684,2.0218480199850446,2.1338438385757095,1.1888161065742582,1.568713912764503,1
0,1,1.0,1,1.6040614517908056,1.5628455491503346,1.7055061879554345,2.406671939784834,1.0,3.0,2.4667873237336684,2.0218480199850446,2.2587898349488253,1.0345805262924872,1.5954912864149136,1
0,0,1.0,2,1.4999365567767549,1.5019976768401098,1.692728999322541,2.3123875692639855,0.0,2.0,2.4667873237336684,2.0499227475968644,2.2242685433382468,1.030772717111345,1.568713912764503,1
0,0,0.0,1,1.7677683026863584,1.4915005028239625,1.7136289135014922,2.556677207972084,2.0,4.0,2.400064482880139,2.0499227475968644,2.4522761747754536,1.1477986761694798,1.5954912864149136,0
1,2,1.0,2,1.6424178950524013,1.585732246781263,1.6890889867607448,2.441631590628924,0.0,4.0,2.4667873237336684,2.0164817982882357,2.5190758562821256,1.0948751110135857,1.568713912764503,0
1,0,1.0,0,1.548130299713791,1.5484429871268979,1.705772002482029,2.35591123472368,1.0,1.0,2.4667873237336684,2.0499227475968644,2.163141515233068,1.0528938591078438,1.5904974831622867,1
0,1,1.0,1,1.877070593940455,1.5523494028477829,1.7409480270432431,2.6579162576374857,4.0,3.0,2.4667873237336684,2.0218480199850446,2.31215183467044,1.2743219406465105,1.5954912864149136,1
1,0,0.0,2,1.7524984573425937,1.7972097535216132,1.764603518373365,2.5426001000182827,4.0,0.0,2.400064482880139,2.0499227475968644,1.85400954565754,1.1415345867840998,1.568713912764503,0
1,3,1.0,0,1.847087848386142,1.571737952020001,1.6835759900344376,2.630064677273594,0.0,4.0,2.4667873237336684,2.002254345411783,3.0157244977202744,1.1795109927311442,1.5904974831622867,1
1,0,0.0,0,1.5816440427877498,1.6616662801751048,1.7177859002051088,2.386295398238124,3.0,1.0,2.400064482880139,2.0499227475968644,2.088456259162648,1.0680191481605386,1.5904974831622867,0
0,3,1.0,2,1.5144315940900013,1.642669320714193,1.7107900690972764,2.3254565786126284,2.0,1.0,2.4667873237336684,2.002254345411783,2.057037161574781,1.0374704175269849,1.568713912764503,0
0,0,1.0,0,1.9056759004687405,1.7831305793145233,1.766070004036549,2.68454295022315,4.0,1.0,2.4667873237336684,2.0499227475968644,2.0630084045366286,1.2020476226185985,1.5904974831622867,0
0,3,0.0,1,1.617343421306539,1.6342513882894978,1.7076522208644138,2.4187642146783688,2.0,3.0,2.400064482880139,2.002254345411783,2.2571932443381746,1.083886228088156,1.5954912864149136,0
0,1,0.0,2,1.9330308848201752,1.6625125285252393,1.7436347886886667,2.710054498857405,4.0,4.0,2.400064482880139,2.0218480199850446,2.377233696565556,1.2123148827719648,1.568713912764503,1
1,0,1.0,1,1.6326132666503037,1.5188710906338074,1.700369770759895,2.4326839777482223,1.0,4.0,2.4667873237336684,2.0499227475968644,2.3669803954319133,1.0905937726784845,1.5954912864149136,1
1,1,1.0,1,1.6811417056397489,1.5878048798058517,1.689899246913347,2.477044638535559,0.0,4.0,2.4667873237336684,2.0218480199850446,2.5831933781317202,1.3785768447264002,1.5954912864149136,0
1,0,1.0,0,1.5958305809273485,1.685341051849938,1.7263441953852494,2.399185575096243,3.0,0.0,2.4667873237336684,2.0499227475968644,2.020515504676623,1.0743553005597626,1.5904974831622867,1
1,0,1.0,1,1.617343421306539,1.6405017274378262,1.7099843363601381,2.4187642146783688,2.0,2.0,2.4667873237336684,2.0499227475968644,2.2310735725901965,1.083886228088156,1.5954912864149136,1
1,0,1.0,0,1.6724266122716414,1.6094053565089652,1.7285944283870507,2.4690644641477464,3.0,1.0,2.4667873237336684,2.0499227475968644,2.1153030948632616,1.10785318148011,1.5904974831622867,1
0,2,1.0,1,1.6702117646987518,1.6280477776145712,1.718191961079205,2.4670373246891493,3.0,2.0,2.4667873237336684,2.0164817982882357,2.2273034372064315,1.1069018411871654,1.5954912864149136,1
0,3,0.0,2,1.6917246050779422,1.6169448309863086,1.7185864064914074,2.486742964525642,3.0,3.0,2.400064482880139,2.002254345411783,2.2590050090246123,1.1160977666906968,1.568713912764503,1
1,0,1.0,0,1.6350915928128096,1.5853837440822565,1.6889525889338661,2.43494495053978,0.0,4.0,2.4667873237336684,2.0499227475968644,2.5069197252903086,1.0916778643055824,1.5904974831622867,0
1,1,1.0,2,1.4999365567767549,1.5625709980736044,1.7023173493311958,2.3123875692639855,1.0,1.0,2.4667873237336684,2.0218480199850446,2.1223291689878203,1.030772717111345,1.568713912764503,1
1,0,1.0,2,1.1337324605540517,1.5781801263577209,1.686123046388404,1.9890452042219,0.0,0.0,2.4667873237336684,2.0499227475968644,1.7447959272476294,0.8528739873960337,1.568713912764503,1
0,0,1.0,2,1.637551628578684,1.7450668516079815,1.7471953374500206,2.4371897225425228,4.0,0.0,2.4667873237336684,2.0499227475968644,1.8689813487323044,1.0927526899972124,1.568713912764503,1
1,0,1.0,0,1.612093968983826,1.5605870519179104,1.7051314646424998,2.4139832484584964,1.0,3.0,2.4667873237336684,2.0499227475968644,2.2766665442018867,1.0815692294684567,1.5904974831622867,1
0,0,1.0,1,1.6702117646987518,1.5503100136171875,1.7067476345089492,2.4670373246891493,2.0,4.0,2.4667873237336684,2.0499227475968644,2.359088304314538,1.1069018411871654,1.5954912864149136,1
0,2,1.0,1,1.4999365567767549,1.6029053529236104,1.6957549488398944,2.3123875692639855,1.0,2.0,2.4667873237336684,2.0164817982882357,2.191767463521761,1.030772717111345,1.5954912864149136,1
0,1,1.0,1,1.5816440427877498,1.5566740054087482,1.7040658243803328,2.386295398238124,1.0,2.0,2.4667873237336684,2.0218480199850446,2.237041239091479,1.0680191481605386,1.5954912864149136,1
0,0,1.0,1,1.7775729310884563,1.6060436137527048,1.7267940347769644,2.565724798853448,3.0,3.0,2.4667873237336684,2.0499227475968644,2.310222431077289,1.1517937315326063,1.5954912864149136,1
